_id,name,brand,description,brand_description,category,reviews[0].reviewer_name,reviews[1].reviewer_name,reviews[2].reviewer_name,reviews[3].reviewer_name,reviews[4].reviewer_name,reviews[5].reviewer_name,reviews[6].reviewer_name,reviews[7].reviewer_name,reviews[8].reviewer_name,reviews[9].reviewer_name,reviews[0].review,reviews[1].review,reviews[2].review,reviews[3].review,reviews[4].review,reviews[5].review,reviews[6].review,reviews[7].review,reviews[8].review,reviews[9].review,reviews[10].review,reviews[11].review,reviews[12].review,reviews[13].review,reviews[14].review,reviews[15].review,reviews[16].review,reviews[17].review,reviews[18].review,reviews[19].review,reviews[20].review,reviews[21].review,reviews[22].review,reviews[23].review,reviews[24].review,reviews[25].review,reviews[26].review,reviews[0].source,reviews[1].source,reviews[2].source,reviews[3].source,reviews[4].source,reviews[5].source,reviews[6].source,reviews[7].source,reviews[8].source,reviews[9].source,reviews[10].source,reviews[11].source,reviews[12].source,reviews[13].source,reviews[14].source,reviews[15].source,reviews[16].source,reviews[17].source,reviews[18].source,reviews[19].source,reviews[20].source,reviews[21].source,reviews[22].source,reviews[23].source,reviews[24].source,reviews[25].source,reviews[26].source,reviews[0].rating,reviews[1].rating,reviews[2].rating,reviews[3].rating,reviews[4].rating,reviews[5].rating,reviews[6].rating,reviews[7].rating,reviews[8].rating,reviews[9].rating,reviews[10].rating,reviews[11].rating,reviews[12].rating,reviews[13].rating,reviews[14].rating,reviews[15].rating,reviews[16].rating,reviews[17].rating,reviews[18].rating,reviews[19].rating,reviews[20].rating,reviews[21].rating,reviews[22].rating,reviews[23].rating,reviews[24].rating,reviews[25].rating,reviews[26].rating,sustainability_claims,eco_score,manufacturer,country_of_origin,barcode[0],image_url,image_name,tags[0],nutrition.Sugar,nutrition.SaturatedFat,nutrition.Energy,nutrition.Fruit&Nut,nutrition.Fiber,ingredients[0],ingredients[1],ingredients[2],ingredients[3],ingredients[4],ingredients[5],ingredients[6],ingredients[7],ingredients[8],ingredients[9],ingredients[10],ingredients[11],ingredients[12],ingredients[13],ingredients[14],ingredients[15],ingredients[16],ingredients[17],ingredients[18],ingredients[19],ingredients[20],ingredients[21],ingredients[22],ingredients[23],ingredients[24],ingredients[25],ingredients[26],ingredients[27],ingredients[28],ingredients[29],ingredients[30],ingredients[31],ingredients[32],ingredients[33],ingredients[34],ingredients[35],ingredients[36],ingredients[37],ingredients[38],ingredients[39],ingredients[40],ingredients[41],ingredients[42],ingredients[43],ingredients[44],ingredients[45],ingredients[46],ingredients[47],ingredients[48],ingredients[49],ingredients[50],ingredients[51],ingredients[52],ingredients[53],ingredients[54],ingredients[55],ingredients[56],ingredients[57],ingredients[58],ingredients[59],ingredients[60],ingredients[61],ingredients[62],ingredients[63],ingredients[64],ingredients[65],ingredients[66],ingredients[67],ingredients[68],ingredients[69],ingredients[70],ingredients[71],ingredients[72],ingredients[73],ingredients[74],allergens,barcode,nutrition.Protein,nutrition.Sodium,price[0].price,price[1].price,price[2].price,price[0].source,price[1].source,price[2].source,offers[0].source,offers[1].source,offers[0].offers,offers[1].offers,manufacture_date,expiry_date,Eco-Score,reviews,nutrition,ingredients.Energy,ingredients.SaturatedFat,ingredients.Sugar,ingredients.Fiber,ingredients.Protein,ingredients.Sodium,ingredients.Fruit&Nut,E-Score,ingredients,brand[0].reviewer_name,brand[1].reviewer_name,brand[2].reviewer_name,brand[0].review,brand[1].review,brand[2].review,brand[0].rating,brand[1].rating,brand[2].rating,brand[0].source,brand[1].source,brand[2].source,reviews[0],reviews[1],reviews[2],reviews[3],reviews[4],reviews[5],reviews[6],reviews[7],reviews[8],reviews[9],reviews[10],reviews[11],reviews[12],reviews[13],reviews[14],reviews[15],reviews[16],reviews[17],reviews[18],reviews[19],reviews[20],reviews[21],reviews[22],reviews[23],reviews[24],reviews[25],reviews[26],reviews[27],reviews[28],reviews[0].review_name,reviews[1].review_name,reviews[2].review_name,reviews[3].review_name,reviews[4].review_name,reviews[5].review_name,reviews[6].review_name,reviews[7].review_name,reviews[8].review_name,reviews[9].review_name,reviews[10].review_name,reviews[11].review_name,reviews[12].review_name,reviews[13].review_name,reviews[14].review_name,reviews[15].review_name,reviews[16].review_name,reviews[17].review_name,reviews[18].review_name,reviews[19].review_name,reviews[20].review_name,reviews[21].review_name,reviews[22].review_name,reviews[23].review_name,reviews[24].review_name,reviews[25].review_name,reviews[26].review_name,offers[0].offer,how_to_use,,image
6598103dc2ee3d587e4bcfea,EverPure Sulfate Free Blonde Shampoo,,Customers usually keep this item,L'Oreal,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L’Oréal Paris,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",,https://consumerappimages.blob.core.windows.net/productimages/loreal-291.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""C11-15 Pareth-7"", ""C12-13 pareth-23"", ""C12-13 Pareth-3"", ""Glycol Distearate"", ""Glycereth-26"", ""Decyl Glucoside"", ""Divinyldimethicone/Dimethicone Copolymer"", ""Sodium Lauryl Sulfoacetate"", ""Sodium Isethionate"", ""Sodium Cocoyl Isethionate"", ""Amodimethicone"", ""Water"", ""Calendula Officinalis Flower Extract"", ""Carbomer"", ""Glycerin"", ""Propylene Glycol"", ""Trideceth-12"", ""Polyquaternium-10"", ""Hydrogenated Coconut Acid"", ""Disodium Laureth Sulfosuccinate"", ""Citric Acid"", ""CI 17200"", ""Laureth-9"", ""Benzoic Acid"", ""Benzophenone-4"", ""Sodium Lauroyl Sarcosinate"", ""Sodium Benzoate"", ""Sodium Hydroxide"", ""Polyquaternium-7"", ""PEG-55 Propylene Glycol Oleate"", ""PPG-5-Ceteth-20"", ""CI 60725"", ""Cocamidopropyl Betaine"", ""Linalool"", ""Benzyl Alcohol"", ""Hexyl Cinnamal"", ""Limonene"", ""Methylchloroisothiazolinone"", ""Ethylhexyl Methoxycinnamate"", ""Methylisothiazolinone"", ""Benzyl Salicylate"", ""Fragrance"", ""Iris Florentina Root Extract""]\n",,,,,,,,,,Health & Beauty,Pamela Puckett,Missy,Hailey Johnson,The product worked really well. It goes on smooth and made my skin look flawless. Very pleased with the results.,"I ordered  this product twice.  I thought the first jar was just dried out but the second provided the same results, it pills no matter what moisturizer I use.  Will certainly not use again.","Deja la piel exquisita, hermosa",5,4,5,Amazon,Amazon,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf09,Wrinkle Expert 45+ Moisturizer,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Glyceryl Stearate,Myristic Acid,Myristyl Alcohol,Beeswax,Shorea Robusta Seed Butter,Cetyl Alcohol,Stearic Acid,Stearyl Alcohol,Acetyl Trifluoromethylphenyl Valylglycine,Ethylhexylglycerin,Isohexadecane,Water,Caprylyl Glycol,Glycerin,Glycine Soja  Protein,Palmitic Acid,Phenethyl Alcohol,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate,Tocopherol,Retinyl Palmitate,Cyclohexasiloxane,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,Sodium Benzoate,Potassium Sorbate,Polysorbate 80,PEG-100 Stearate,PEG-20 Stearate,Methylparaben,Ethylparaben,Chlorhexidine Digluconate,Triethanolamine,Isobutane,Fragrance,Mineral Oil,Myristyl Myristate,Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0a,Youth Code Texture Perfector Serum Concentrate,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Dextrin,Dimethiconol,Disodium EDTA,Dipropylene Glycol,Eperua Falcata Bark Extract,Adenosine,Ammonium Polyacryloyldimethyl Taurate,Inulin Lauryl Carbamate,Xanthan Gum,Water,Caprylic/Capric Triglyceride,Sodium Hyaluronate,Glycerin,Polymethyl Methacrylate,Polysilicone-11,PPG-15 Stearyl Ether,Hydroxyethylcellulose,Hydroxyethylpiperazine Ethane Sulfonic Acid,Mica,Cyclohexasiloxane,Poloxamer 338,Dimethicone,Bis-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone,Alcohol Denat.,Phenoxyethanol,Linalool,Citronellol,Alpha-Isomethyl Ionone,Limonene,Fragrance,Lens Esculenta  Seed Extract,Sodium Tetrahydrojasmonate,Titanium Dioxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf80,Voluminous X Fiber Mascara Black Non Waterproof,L’Oréal Paris,"L’Oral Paris Voluminous Extra-Volume Collagen Waterproof Mascara with lash-plumping technology is a thickening and volumizing mascara that delivers full plumped volume with comfortable wear. The Hydra-Collagen Complex waterproof formula is infused with collagen to enhance the thickness of your lashes for up to 7X more volume without any clumps. Patented Instant Impact Brush is 50% bigger than a classic brush so it builds that incredible volume fast. • Lash plumping technology for full plumped volume • 7X impact for thicker lashes • Oversized bristle brush is uniquely shaped to reach lashes from corner to corner • Clump-free, Flake-free, Smudge proof, Waterproof mascara Place the brush at the base of lashes and gently sweep up to tip. Flammable until dry. Do not use near fire, flame or heat. To safeguard L’Oral purity, reserve this product for your personal use. Treat the applicator with the hygienic care you give your eyes. Never apply this product in a moving vehicle. Do not dilute mascara with water, saliva, or any other substance. Cap tightly after use. If change in odor or appearance occurs, discontinue use. Do not use this or any other eye cosmetic if your eye is injured, irritated or infected. Consult a physician.","L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,Bonita,McDaniel Family,Tammy Bouzigard,,,,,,,,Adds volume for glamours eyes!,Solves the raccoon under eye problem and looks fantastic. Doesn’t clump and goes on smoothly. Easy to remove with baby oil.,I’ve tried very expensive mascara & they can’t hold a candle to this one.,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,Verofax,Noon,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,https://consumerappimages.blob.core.windows.net/productimages/loreal-185.jpg,,,,,,,,"2-Oleamido-1,3-Octadecanediol",Glyceryl Dibehenate,Nylon-6,Disodium EDTA,Rayon,Panthenol,Bis-Diglyceryl Polyacyladipate-2,Beeswax,Cetyl Alcohol,Sodium Dehydroacetate,Sodium Acetate,Sodium Chloride,Sodium Polymethacrylate,Styrene/Acrylates/Ammonium Methacrylate Copolymer,Water,Copernicia Cerifera  Wax,Caprylyl Glycol,Butylene Glycol,Glycerin,Tribehenin,Triethoxycaprylylsilane,Paraffin,Potassium Cetyl Phosphate,Polybutene,Polyquaternium-10,Hydrogenated Jojoba Oil,Hydroxyethylcellulose,Synthetic Beeswax,CI 77492,Ethylene/Acrylic Acid Copolymer,Isopropyl Alcohol,Tetrasodium EDTA,Iron Oxides,Hydrogenated Palm Oil,Sodium Laureth Sulfate,Steareth-2,Steareth-20,Acacia Senegal Gum,Potassium Sorbate,PEG/PPG-17/18 Dimethicone,Glyceryl Behenate,Alcohol Denat.,Phenoxyethanol,BHT,Silica,CI 77491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0b,Revitalift Triple Power Intensive Overnight Mask,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Disodium EDTA,Disodium Phosphate,Centella Asiatica Extract,Cetyl Alcohol,Cetyl Hydroxyethylcellulose,Sodium Acetate,Xanthan Gum,Water,Capryloyl Salicylic Acid,Caprylic/Capric Triglyceride,Caprylyl Glycol,Sodium Hyaluronate,Glycerin,Propylene Glycol,Propanediol,Hydrogenated Castor Oil Dimer Dilinoleate,Hydroxypropyl Tetrahydropyrantriol,Hydrolyzed Rice Protein,Simmondsia Chinensis  Seed Oil,Sodium Nitrate,Dimethicone,Sodium Hydroxide,Polysorbate 60,Methylparaben,Alcohol Denat.,Linalool,Benzyl Alcohol,Citronellol,Limonene,Isoeugenol,Fragrance,Silica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0c,Hydra Genius Water Cream Normal/Dry Skin,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,https://consumerappimages.blob.core.windows.net/productimages/loreal-69.jpg,,,,,,,,Dimethiconol,Disodium EDTA,Cetearyl Ethylhexanoate,Silanetriol,Silica Dimethyl Silylate,Ascorbyl Glucoside,Ammonium Polyacryloyldimethyl Taurate,Ethylhexyl Palmitate,Isopropyl Myristate,Betula Alba Juice,Xanthan Gum,Water,Caprylyl Glycol,Butylene Glycol,Sodium Hyaluronate,Glycerin,Hydroxyethylpiperazine Ethane Sulfonic Acid,Hyaluronic Acid,Hexylene Glycol,t-Butyl Alcohol,Tocopherol,Citric Acid,CI 42090,Dimethicone,Sodium Benzoate,Sodium Hydroxide,Sorbic Acid,Potassium Sorbate,Alcohol Denat.,Farnesol,Phenoxyethanol,Linalool,Limonene,Citral,Fragrance,Aloe Barbadensis Leaf Juice,Alpha-Bisabolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""reviewer_name"":""Johann Arroyo Arce"", ""review"":""Yes, as you read it: you should have this on hand in case of emergencies.\nI bought it for my face and it turned out to be a hit on my skin. One day while I was playing with one of my cats he scratched my face and hand. I immediately ran to the bathroom to wash the entire affected area (I have problems healing and my skin is very sensitive for this reason the ""drama"") and instead of applying any medicine I decided to put the serum on. I did not feel any discomfort, not the typical itch that I get every time my cats scratch me, the skin did not swell and I did not present more redness than normal. The wound stopped bleeding (which is often difficult for me) and after three days (I applied it three times a day) I could see the wound begin to fade into my skin. After a week the skin was completely healthy and to date: you cannot see where the accident happened.\nMy first bottle is completely empty but I already have another to continue using this wonderful product."",""rating"":""5.0 out of 5 stars"",""source"":""Amazon""},{""reviewer_name"":""Adelynn"", ""review"":""Super product. Absorbs well and no stickiness afterwards. Leave your skin more hydrated. There is no fragrance, which is hard to find these days but a blessing when you do find it, for those with sensitive skin and allergies.  I honestly can’t tell there is a big difference between the collagen and hydration, but both definitely do hydrate. One bottle, used twice a day, about 5 drops each time, lasts me a little over a month. It will probably go longer if you use less but the older you get, the more you tend to slather on a good product. Lol, since it says collagen, I do use that one at night and hydration in the day. I know the collagen production decreases with age, especially after 40, BUT a small part of me want to think it helps a tiny bit.  Cant Hurt."",""rating"":""5.0 out of 5 stars"",""source"":""Amazon""},{""reviewer_name"":""Nakwon Yoon"", ""review"":""I will comeback with updated if I get any result"",""rating"":""4.0 out of 5 stars"",""source"":""Amazon""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf83,Nude Magique Cushion,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,U&K,richard kaye,,,,,,,,,"I use this when I want a no makeup makeup look and it does the trick, very light but buildable coverage and the packaging is so adorable! my go to for lazy days!",this is a great product! glad to be able to get it here,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon,Verofax,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,https://consumerappimages.blob.core.windows.net/productimages/loreal-188.jpg,,,,,,,,Dimethicone Crosspolymer,Disodium EDTA,Disteardimonium Hectorite,Diphenylsiloxy Phenyl Trimethicone,Lauroyl Lysine,Magnesium Sulfate,Methyl Trimethicone,Butylene Glycol Dicaprylate/Dicaprate,Bismuth Oxychloride,Stearic Acid,Adenosine,Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer,Ethylhexylglycerin,Ethylhexyl Palmitate,Ethylhexyl Hydroxystearate,Isostearic Acid,Isopropyl Myristate,Water,Butylene Glycol,Glycerin,Triethoxycaprylylsilane,Pentylene Glycol,Polyglyceryl-3 Polyricinoleate,Polyhydroxystearic Acid,CI 77492,Tocopherol,Mica,Alumina,Trisiloxane,Iron Oxides,Dimethicone,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,PEG-10 Dimethicone,Ethylhexyl Salicylate,Phenoxyethanol,BHT,Ethylhexyl Methoxycinnamate,CI 77491,Lecithin,Titanium Dioxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0d,Clean Artiste Waterproof & Long Wearing Eye Makeup Remover,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Dipotassium Phosphate,Panthenol,Sodium Chloride,Isopropyl Palmitate,Isohexadecane,Water,Potassium Phosphate,Polyaminopropyl Biguanide,Cyclopentasiloxane,Poloxamer 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0e,Revitalift Bright Reveal Peel Pads,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Glycolic Acid,Biosaccharide Gum-1,Sodium DNA,Ascorbyl Glucoside,Iron Hydroxide,Water,Glycerin,Propylene Glycol,Toluene Sulfonic Acid,Hydroxyethylpiperazine Ethane Sulfonic Acid,Citric Acid,PPG-26-Buteth-26,PEG-40 Hydrogenated Castor Oil,Alcohol Denat.,Phenoxyethanol,Linalool,Hexyl Cinnamal,Limonene,Benzyl Salicylate,Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf86,"Nutri - Gold, Essential Oil Ritual, Nourishing Cream - Essential Oil",L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,Erica,Ana,mark,,,,,,,,I love how smooth it goes on. It absorbs quickly into my skin and doesn’t leave it feeling greasy or oily. My skin feels as soft as a baby’s bottom. I have very sensitive skin and it hasn’t aggravated my acne.,"I love Vegan Mia serums!  I used to have very dry and some days oily skin, after a long time I finally found these products that helped me improve the appearance of my skin, now my skin feels hydrated and has an even tone free of discolorations. I highly recommend these products, these are the best you can find!","I have sensitive skin, and this serum absolutely helps to dry my pimples. It smells like organic fruit oil and I love it because I dont like to apply a serum with a strong scent on my skin I personally experienced many side effects scented serum on my skin.  This Serum is kind of pricy but worthy. I feel my skin is now softer and more hydrated. I will highly recommend this product.",,,,,,,,,,,,,,,,,,,,,,,,,Amazon,Verofax,Noon,,,,,,,,,,,,,,,,,,,,,,,,,5.0 out of 5 stars,5.0 out of 5 stars,5.0 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,https://consumerappimages.blob.core.windows.net/productimages/loreal-191.jpg,,,,,,,,"2-Oleamido-1,3-Octadecanediol",C30-45 Alkyl Methicone,Glyceryl Stearate,Dimer Dilinoleyl Dimer Dilinoleate,Disodium EDTA,Lavandula Angustifolia  Oil,Royal Jelly Powder,Rosmarinus Officinalis,Rosa Canina Fruit Oil,Microcrystalline Cellulose,Limnanthes Alba  Seed Oil,Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate,Butyrospermum Parkii  Butter,Stearyl Alcohol,Argania Spinosa Kernel Extract,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Ammonium Polyacryloyldimethyl Taurate,Octyldodecanol,Jasminum Officinale  Flower Extract,Water,Carbomer,Capryloyl Salicylic Acid,Calcium Pantothenate,Sodium Hyaluronate,Glycerin,Propylene Glycol,Paraffin,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate,Synthetic Fluorphlogopite,Tin Oxide,Hydrogenated Lecithin,Dimethicone,CI 14700,Potassium Hydroxide,PEG-100 Stearate,PEG-20 Stearate,CI 19140,Phenoxyethanol,Linalool,Benzyl Alcohol,Citronellol,Limonene,Citral,Eugenol,Geraniol,Coumarin,Silica,Titanium Dioxide,Hydrolyzed Soy Protein,Oleamide MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598103dc2ee3d587e4bcf0f,Age Perfect Cell Renewal Serum,L’Oréal Paris,,"L'Oréal Paris is the world's leading cosmetics brand, making the best of luxury beauty available and accessible to everyone. From makeup and skincare to haircare and haircolor, our pioneering spirit leads our scientific excellence and restless innovation.",Health & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Oreal,France,,,,,,,,,,Disodium EDTA,Dipropylene Glycol,Methylsilanol/Silicate Crosspolymer,Paeonia Suffruticosa Root Extract,Ammonium Polyacryloyldimethyl Taurate,Water,Carbomer,Capryloyl Salicylic Acid,Butylene Glycol,Sodium Hyaluronate,Glycerin,Propylene Glycol,Hydroxypropyl Tetrahydropyrantriol,Mica,Dimethicone,Sodium Hydroxide,Zinc PCA,Alcohol Denat.,Linalool,Benzyl Alcohol,Citronellol,Limonene,Citral,Eugenol,Geraniol,Coumarin,Fragrance,Silica,Titanium Dioxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
